"source","target","weight","description","text_unit_ids","id","human_readable_id","source_degree","target_degree","rank"
"OLD JOE","PARLOUR",6.0,"""Old Joe invites Mrs. Dilber, the laundress, and the undertaker's man into the parlour""",['41d84d1d139c9c96c200cd2e537dcd0e'],"69db426b97714835bf4937180774787a","340",8,2,10
"OLD JOE","INFAMOUS RESORT",6.0,"Old Joe's shop is located in an infamous resort",['41d84d1d139c9c96c200cd2e537dcd0e'],"9c7bc862339d4a5bb21ee5154d9b33bb","341",8,2,10
"OLD JOE","WOMAN",7.0,"The woman brings items to Old Joe for appraisal and sale",['a50b8481d67f48139b84139edc701a3c'],"17bad53a0ebe4569839e5e151ff78593","342",8,3,11
"OLD JOE","UNHAPPY MAN",6.0,"Old Joe appraises and buys items that belonged to the unhappy man",['a50b8481d67f48139b84139edc701a3c'],"53d98f08e7c74158b7318357b6c660b3","343",8,4,12
"LAUNDRESS","UNDERTAKER'S MAN",1.0,"The laundress and the undertaker's man meet at Old Joe's shop",['41d84d1d139c9c96c200cd2e537dcd0e'],"cd601f77419c403889aadeee591915b5","344",3,3,6
"SHOP","INFAMOUS RESORT",6.0,"The shop is located in an infamous resort",['41d84d1d139c9c96c200cd2e537dcd0e'],"0f564ebd53e940fba9d16674ac7bc038","345",4,2,6
"SHOP","PARLOUR",1.0,"The parlour is a part of Old Joe's shop",['41d84d1d139c9c96c200cd2e537dcd0e'],"7deb75816e4f473480e0c79ae99b5bf4","346",4,2,6
"UNHAPPY MAN","WOMAN",6.0,"The woman took items from the unhappy man's belongings",['a50b8481d67f48139b84139edc701a3c'],"7f85b181f1184f77aeb3ea2155cf4027","347",4,3,7
"CAROLINE'S HUSBAND","DEAD MAN",6.0,"Caroline's husband brings the news of the dead man's death",['5e7ec9ebf31abc571127892d260fbe42'],"d148b2b2033048618f1a090a492a40a5","348",2,3,5
"DEATH","HOUSE",5.0,"The event of the man's death takes place inside the house",['5e7ec9ebf31abc571127892d260fbe42'],"4d839a10353e4144a26563b0966721d5","349",5,5,10
"DEATH","ROOM",5.0,"The event of the man's death takes place inside the room",['5e7ec9ebf31abc571127892d260fbe42'],"521a862bb196488389f17c0b0f4b6f4d","350",5,5,10
"HOUSE","ROOM",5.0,"The room is a part of the house where the dead man lies",['5e7ec9ebf31abc571127892d260fbe42'],"22ea3328fb6343f4ad2862495ea27640","351",5,5,10
"PETER","BOOK",7.0,"Peter is reading a book when Scrooge and the Ghost visit",['31162003185eeb0ce0f4b4f2031e01c7'],"3f9a2a2c1c0a424e8b4980ea9d48bdbe","352",6,1,7
"PETER","BOB",12.0,"Bob mentions that Peter might get a better situation",['db82f001863c7ecf263a682718181aba'],"aa2ec452728a4703ae1bdabe85b6c079","353",6,3,9
"MR. SCROOGE","NIECE BY MARRIAGE",5.0,"Mr. Scrooge surprises his niece by marriage with his arrival at the dinner party",['aacc244b408aedd1b59271b08a207bf8'],"c5ddb31e0a9c4b2683e4631283dd505b","354",5,1,6
"PROJECT GUTENBERG LITERARY ARCHIVE FOUNDATION","PROJECT GUTENBERG™ TRADEMARK OWNER",7.0,"The trademark owner donates royalties to the Project Gutenberg Literary Archive Foundation",['1be1132bc37156f3c13686fb1aba8d65'],"07d8eeb549044ac88d2e788c146a0ef1","355",6,1,7
"PROJECT GUTENBERG LITERARY ARCHIVE FOUNDATION","SALT LAKE CITY",1.0,"Salt Lake City is the location of the business office of the Project Gutenberg Literary Archive Foundation",['2a1c4af9f9c41823c64e689c2b4b45e9'],"47df2815030c4f1c99facd5cf2482526","356",6,1,7
"PROJECT GUTENBERG LITERARY ARCHIVE FOUNDATION","MISSISSIPPI",7.0,"The Project Gutenberg Literary Archive Foundation is organized under the laws of the state of Mississippi",['2a1c4af9f9c41823c64e689c2b4b45e9'],"ae521508bdc244f99c4fce4ab5214c79","357",6,1,7
"PROJECT GUTENBERG LITERARY ARCHIVE FOUNDATION","INTERNAL REVENUE SERVICE",6.0,"The Internal Revenue Service granted tax-exempt status to the Project Gutenberg Literary Archive Foundation",['2a1c4af9f9c41823c64e689c2b4b45e9'],"6315b4bf135c40358823ed7e4e4060e2","358",6,1,7
